colour,email_address,full_name,id,job_title,,mugshot_url_template,parent,statistic_1,statistic_2,summary,web_url,phone_numbers
#A7EA52,,Dir. Michael T. Ang,220002,Chairman,,./data/logo.png,100022,,,Mindanao Region,,
#A7EA52,Gingoog@redcross.org.ph,Gingoog City,100023,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Marilyn T. Abian,230001,Administrator,,./data/logo.png,100023,,,Mindanao Region,,
#A7EA52,,Dir. Marie L. Guingona,230002,Chairman,,./data/logo.png,100023,,,Mindanao Region,,
#A7EA52,Iligan@redcross.org.ph,Iligan City,100024,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Genevieve C. Amodia,240001,Administrator,,./data/logo.png,100024,,,Mindanao Region,,
#A7EA52,,Hon. Henry C. Dy,240002,Chairman,,./data/logo.png,100024,,,Mindanao Region,,
#A7EA52,Lanao.norte@redcross.org.ph,Lanao Del Norte,100025,Sub - Chapter,,./data/logo.png,100024,,,Mindanao Region,,
#A7EA52,,Mr. Reynaldo D. Ruiz,250001,Administrator,,./data/logo.png,100025,,,Mindanao Region,,
#A7EA52,,Dir. Lyndon G. Galica,250002,Chairman,,./data/logo.png,100025,,,Mindanao Region,,
#A7EA52,Lanaosur@redcross.org.ph,Lanao Del Sur - Marawi,100026,Sub - Chapter,,./data/logo.png,100024,,,Mindanao Region,,
#A7EA52,,Mrs. Raifa Adiong,260001,Administrator,,./data/logo.png,100026,,,Mindanao Region,,
#A7EA52,,Dir. Ali Siddique S. Descallar,260002,Chairman,,./data/logo.png,100026,,,Mindanao Region,,
#A7EA52,Misamis.occidental@redcross.org.ph,Misamis Occidental - Oroquieta City,100027,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Ms. Louwelie L. Macatol,270001,Administrator,,./data/logo.png,100027,,,Mindanao Region,,
#A7EA52,,Dir. Henry Y. Regalado,270002,Chairman,,./data/logo.png,100027,,,Mindanao Region,,
#A7EA52,Misamis.oriental@redcross.org.ph,Misamis Oriental - Cagayan De Oro City,100028,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Dr. Myra G. Yee,280001,Administrator,,./data/logo.png,100028,,,Mindanao Region,,
#A7EA52,,Atty. Antonio S. Soriano,280002,Chairman,,./data/logo.png,100028,,,Mindanao Region,,
#A7EA52,Northcotabatokidapawan@redcross.org. Ph,North Cotabato - Kidapawan City,100029,Sub - Chapter,,./data/logo.png,100017,,,Mindanao Region,,
#A7EA52,,Mr. Leopoldo A. Devilles Ii,290001,Administrator,,./data/logo.png,100029,,,Mindanao Region,,
#A7EA52,,"Dir. Erlinda S. Doblas, Rsw",290002,Chairman,,./data/logo.png,100029,,,Mindanao Region,,
#A7EA52,Ozamis@redcross.org.ph,Ozamiz City,100030,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Jean Paz D. Eribal,300001,Administrator,,./data/logo.png,100030,,,Mindanao Region,,
#A7EA52,,Hon. Rolando E. Romero,300002,Chairman,,./data/logo.png,100030,,,Mindanao Region,,
#A7EA52,Southcotabato@redcross.org,South Cotabato,100031,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mr. Dixie O. Villar,310001,Administrator,,./data/logo.png,100031,,,Mindanao Region,,
#A7EA52,,"Dir. Justiniano S. Gri¤o, Sr.",310002,Chairman,,./data/logo.png,100031,,,Mindanao Region,,
#A7EA52,Sultankudarat@redcross.org.ph,Sultan Kudarat Province - Tacurong City,100032,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Mary Lou G. Torres,320001,Administrator,,./data/logo.png,100032,,,Mindanao Region,,
#A7EA52,,Dir. Bonifacio Valdez,320002,Chairman,,./data/logo.png,100032,,,Mindanao Region,,
#A7EA52,Sulu@redcross.org.ph,Sulu,100033,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Preciosa S. Chiong,330001,Administrator,,./data/logo.png,100033,,,Mindanao Region,,
#A7EA52,,"Hon. Nur ""lady Ann"" I. Sahidulla",330002,Chairman,,./data/logo.png,100033,,,Mindanao Region,,
#A7EA52,Surigao.norte@redcross.org.ph,Surigao Del Norte,100034,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Marilou E. Talingting,340001,Administrator,,./data/logo.png,100034,,,Mindanao Region,,
#A7EA52,,Dir. Eulalio P. Cortes,340002,Chairman,,./data/logo.png,100034,,,Mindanao Region,,
#A7EA52,Surigao.sur@redcross.org.ph,Surigao Del Sur,100035,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Felomina Rivamonte,350001,Administrator,,./data/logo.png,100035,,,Mindanao Region,,
#A7EA52,,Dir. Annie O. Ty,350002,Chairman,,./data/logo.png,100035,,,Mindanao Region,,
#A7EA52,Tangub@redcross.org.ph,Tangub City,100036,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mrs. Enriquita G. Astillero,360001,Administrator,,./data/logo.png,100036,,,Mindanao Region,,
#A7EA52,,Hon.  Edemar  S. Alota,360002,Chairman,,./data/logo.png,100036,,,Mindanao Region,,
#A7EA52,Tawi-tawi@redcross.org.ph,Tawi-tawi,100037,Sub - Chapter,,./data/logo.png,100033,,,Mindanao Region,,
#A7EA52,,Mrs. Diana Amilasan,370001,Administrator,,./data/logo.png,100037,,,Mindanao Region,,
#A7EA52,,Glenda O. Abdul,370002,Chairman,,./data/logo.png,100037,,,Mindanao Region,,
#A7EA52,Zamboanga.sibugay@redcross.org.ph,Zamboanga - Sibugay,100038,Sub - Chapter,,./data/logo.png,100041,,,Mindanao Region,,
#A7EA52,,"Mr. Hilario G. Miranda, Jr.",380001,Administrator,,./data/logo.png,100038,,,Mindanao Region,,
#A7EA52,,Atty. Dennis Victor G. Gemarino,380002,Chairman,,./data/logo.png,100038,,,Mindanao Region,,
#A7EA52,Zamboangacity@redcross.org.ph,Zamboanga City,100039,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,"Dr.victor A. Liozo, Jr.",390001,Administrator,,./data/logo.png,100039,,,Mindanao Region,,
#A7EA52,,"Milagros L. Fernandez, MD..",390002,Chairman,,./data/logo.png,100039,,,Mindanao Region,,
#A7EA52,Zamboanga.norte@redcross.org.ph,Zamboanga Del Norte,100040,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Mr.  Joshua A. Bicoy,400001,Administrator,,./data/logo.png,100040,,,Mindanao Region,,
#A7EA52,,Dir. Socorro U. Hamac,400002,Chairman,,./data/logo.png,100040,,,Mindanao Region,,
#A7EA52,Zamboanga.sur@redcross.org.ph,Zamboanga Del Sur - Pagadian City,100041,Chapter,,./data/logo.png,100010,,,Mindanao Region,,
#A7EA52,,Ms. Hildaliza F. Mu¤oz,410001,Administrator,,./data/logo.png,100041,,,Mindanao Region,,
#A7EA52,,"Dir.reynaldo S. Ortiz, MD..",410002,Chairman,,./data/logo.png,100041,,,Mindanao Region,,
#A7EA52,,National Capital Region,100050,Region,,./data/logo.png,10000,,,National Capital Region,,
#A7EA52,,Information unavailable... ,500001,Administrator,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Information unavailable... ,500002,Chairman,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,East Rizal,100051,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Information unavailable... ,510001,Administrator,,./data/logo.png,100051,,,National Capital Region,,
#A7EA52,,Information unavailable... ,510002,Chairman,,./data/logo.png,100051,,,National Capital Region,,
#A7EA52,,Makati City,100052,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Ms. Shirlie Bernabe Alicante,520001,Administrator,,./data/logo.png,100052,,,National Capital Region,,
#A7EA52,,Information unavailable... ,520002,Chairman,,./data/logo.png,100052,,,National Capital Region,,
#A7EA52,Malabon@redcross.org.ph,Malabon City,100053,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Maria Joana A. Rosete,530001,Administrator,,./data/logo.png,100053,,,National Capital Region,,
#A7EA52,,Dir. Payapa V. Ona,530002,Chairman,,./data/logo.png,100053,,,National Capital Region,,
#A7EA52,Rizalmandaluyong@redcross.org.ph,Mandaluyong City,100054,Branch,,./data/logo.png,100068,,,National Capital Region,,
#A7EA52,,Mr. Roberto Dacles,540001,Administrator,,./data/logo.png,100054,,,National Capital Region,,
#A7EA52,,Information unavailable... ,540002,Chairman,,./data/logo.png,100054,,,National Capital Region,,
#A7EA52,,Muntinlupa City,100055,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mr. Clifforn Robin Gabatin,550001,Administrator,,./data/logo.png,100055,,,National Capital Region,,
#A7EA52,,Information unavailable... ,550002,Chairman,,./data/logo.png,100055,,,National Capital Region,,
#A7EA52,,National Head Quarters,100056,NHQ,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Gwendolyn T. Pang D. Hum.,560001,Secretary General,,./data/logo.png,100056,,,National Capital Region,,
#A7EA52,,Sen. Richard J. Gordon,560002,Chairman,,./data/logo.png,100056,,,National Capital Region,,
#A7EA52,Redcrossparanaque@gmail.com,Paranaque City,100057,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mr. Edward Udtohan,570001,Administrator,,./data/logo.png,100057,,,National Capital Region,,
#A7EA52,,Information unavailable... ,570002,Chairman,,./data/logo.png,100057,,,National Capital Region,,
#A7EA52,,San Juan City,100058,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mr. Paul Bryan Castillo,580001,Administrator,,./data/logo.png,100058,,,National Capital Region,,
#A7EA52,,Information unavailable... ,580002,Chairman,,./data/logo.png,100058,,,National Capital Region,,
#A7EA52,,West Rizal,100059,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Information unavailable... ,590001,Administrator,,./data/logo.png,100059,,,National Capital Region,,
#A7EA52,,Information unavailable... ,590002,Chairman,,./data/logo.png,100059,,,National Capital Region,,
#A7EA52,Caloocan@redcross.org.ph,Caloocan City,100060,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mrs. Jennifer L. De Guzman,600001,Administrator,,./data/logo.png,100060,,,National Capital Region,,
#A7EA52,,Dir. Russel C. Ramirez,600002,Chairman,,./data/logo.png,100060,,,National Capital Region,,
#A7EA52,Laspinas@redcross.org.ph,Las Piñas City,100061,Sub - Chapter,,./data/logo.png,100068,,,National Capital Region,,
#A7EA52,,Mr. Recson De Leon,610001,Administrator,,./data/logo.png,100061,,,National Capital Region,,
#A7EA52,,Senator Cynthia A. Villar,610002,Chairman,,./data/logo.png,100061,,,National Capital Region,,
#A7EA52,Manila@redcross.org.ph,Manila,100062,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mrs.crisanta C.cayetano,620001,Administrator,,./data/logo.png,100062,,,National Capital Region,,
#A7EA52,,Cong. Amado S. Bagatsing,620002,Chairman,,./data/logo.png,100062,,,National Capital Region,,
#A7EA52,Rizalmarikina@redcross.org.ph,Marikina City,100063,Branch,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mr. Paolo Jesus M. Roxas I,630001,Administrator,,./data/logo.png,100063,,,National Capital Region,,
#A7EA52,,Dir. Natividad Cabaquinto,630002,Chairman,,./data/logo.png,100063,,,National Capital Region,,
#A7EA52,Navotas@redcross.org.ph,Navotas City,100064,Sub - Chapter,,./data/logo.png,100060,,,National Capital Region,,
#A7EA52,,Mrs.catherine D. Cataga,640001,Administrator,,./data/logo.png,100064,,,National Capital Region,,
#A7EA52,,Dir. Marilyn  R. Ang,640002,Chairman,,./data/logo.png,100064,,,National Capital Region,,
#A7EA52,Pasay@redcross.org.ph,Pasay City,100065,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mrs. Adelina B. Castillo,650001,Administrator,,./data/logo.png,100065,,,National Capital Region,,
#A7EA52,,Dir. Enrique Lagdameo,650002,Chairman,,./data/logo.png,100065,,,National Capital Region,,
#A7EA52,Quezoncity@redcross.org.ph,Quezon City,100066,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mrs. Annie D. Torres,660001,Administrator,,./data/logo.png,100066,,,National Capital Region,,
#A7EA52,,Dir. Hermogenes D. Jarin,660002,Chairman,,./data/logo.png,100066,,,National Capital Region,,
#A7EA52,Rizal@redcross.org.ph,Rizal,100068,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Ms. Shirlie Bernabe Alicante,680001,Administrator,,./data/logo.png,100068,,,National Capital Region,,
#A7EA52,,"Dir. Alfred A. Xerez-burgos, Jr.",680002,Chairman,,./data/logo.png,100068,,,National Capital Region,,
#A7EA52,Valenzuela@redcross.org.ph,Valenzuela City,100069,Chapter,,./data/logo.png,100050,,,National Capital Region,,
#A7EA52,,Mrs.criselda  I. Torres,690001,Administrator,,./data/logo.png,100069,,,National Capital Region,,
#A7EA52,,Dir. Elizabeth A. Chongco,690002,Chairman,,./data/logo.png,100069,,,National Capital Region,,
#A7EA52,,Northern & Central Luzon,100070,Region,,./data/logo.png,10000,,,Northern & Central Luzon,,
#A7EA52,Ilocos.sur@redcross.org.ph,Ilocos Sur,100071,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mr. Raymund Mario T. Chan,710001,Administrator,,./data/logo.png,100071,,,Northern & Central Luzon,,
#A7EA52,,Dir. Azucena A. Purisima,710002,Chairman,,./data/logo.png,100071,,,Northern & Central Luzon,,
#A7EA52,Abra@redcross.org.ph,Abra,100072,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mr. Manuel James Laygo,720001,Administrator,,./data/logo.png,100072,,,Northern & Central Luzon,,
#A7EA52,,Dir. Crescencio  J. Calina,720002,Chairman,,./data/logo.png,100072,,,Northern & Central Luzon,,
#A7EA52,Alaminos@redcross.org.ph,Alaminos City - Western Pangasinan,100073,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Mylene O. Manalastas,730001,Administrator,,./data/logo.png,100073,,,Northern & Central Luzon,,
#A7EA52,,Dir. Arthur F. Celeste,730002,Chairman,,./data/logo.png,100073,,,Northern & Central Luzon,,
#A7EA52,Apayao@redcross.org.ph,Apayao,100074,Sub - Chapter,,./data/logo.png,100084,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Laureen D. Cabrera,740001,Administrator,,./data/logo.png,100074,,,Northern & Central Luzon,,
#A7EA52,,"Hon. Elias K. Bulut, Sr.",740002,Chairman,,./data/logo.png,100074,,,Northern & Central Luzon,,
#A7EA52,Aurora@redcross.org.ph,Aurora,100075,Sub - Chapter,,./data/logo.png,100087,,,Northern & Central Luzon,,
#A7EA52,,Mr. Sherwin  A. Nakar,750001,Administrator,,./data/logo.png,100075,,,Northern & Central Luzon,,
#A7EA52,,Gov. Bellaflor Angara-castillo,750002,Chairman,,./data/logo.png,100075,,,Northern & Central Luzon,,
#A7EA52,Baguio@redcross.org.ph,Baguio City,100076,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Anastacia B. Tamayo,760001,Administrator,,./data/logo.png,100076,,,Northern & Central Luzon,,
#A7EA52,,Dir. Erdolfo V. Balajadia,760002,Chairman,,./data/logo.png,100076,,,Northern & Central Luzon,,
#A7EA52,Bataan@redcross.org.ph,Bataan,100077,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Ms. Junilene E. Viesca,770001,Administrator,,./data/logo.png,100077,,,Northern & Central Luzon,,
#A7EA52,,Hon. Angelita J. Cruz,770002,Chairman,,./data/logo.png,100077,,,Northern & Central Luzon,,
#A7EA52,Benguet@redcross.org.ph,Benguet,100078,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mr. Oscar  G. Paris,780001,Administrator,,./data/logo.png,100078,,,Northern & Central Luzon,,
#A7EA52,,Dir. Jaime L. Narvaez,780002,Chairman,,./data/logo.png,100078,,,Northern & Central Luzon,,
#A7EA52,Bulacan@redcross.org.ph,Bulacan,100079,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Ms. Norwina D. Eclarinal,790001,Administrator,,./data/logo.png,100079,,,Northern & Central Luzon,,
